,,,,,
0,0,0,168261,46.7207,
0,1,0,23114,6.418,23.4748
0,0,1,20299,5.6364,84543
0,0,2,8119,2.2544,
0,2,0,8025,2.2283,
0,0,3,6836,1.8981,
0,0,4,6619,1.8379,
0,4,0,4825,1.3397,
0,3,0,4344,1.2062,
0,1,1,990,0.2749,
0,1,2,502,0.1394,
0,2,1,468,0.1299,
0,2,2,295,0.0819,
0,1,4,62,0.0172,
0,4,1,23,0.0064,
0,1,3,17,0.0047,
0,3,1,4,0.0011,
0,3,2,1,0.0003,
,,,252804,70.1955,
